uoa_site,scientific_name,common_name,native,introduced,threatened,category,observed_on,quality_grade,latitude,longitude,observer,project_id,observation_id,url
UoA City Campus,Nephrolepis cordifolia,Fishbone Fern,False,True,False,Plantae,2025-05-12,research,-36.8499861211,174.7696850449,amandah222,biota-of-university-of-auckland-city-campus,280433283,https://www.inaturalist.org/observations/280433283
UoA City Campus,Phytoliriomyza jacarandae,jacaranda leaf-miner,False,True,False,Insecta,2025-05-13,research,-36.8504194095,174.770835042,jw_nz,biota-of-university-of-auckland-city-campus,280680664,https://www.inaturalist.org/observations/280680664
UoA City Campus,Passer domesticus domesticus,European house sparrow,False,True,False,Aves,2025-05-15,research,-36.85063041,174.76984107,sabecker,biota-of-university-of-auckland-city-campus,281100374,https://www.inaturalist.org/observations/281100374
UoA City Campus,Prosthemadera novaeseelandiae novaeseelandiae,New Zealand Tūī,True,False,False,Aves,2025-05-21,research,-36.8492190738,174.7707911208,jw_nz,biota-of-university-of-auckland-city-campus,282808443,https://www.inaturalist.org/observations/282808443
UoA City Campus,Pruinomycena acicula,orange bonnet,True,False,False,Fungi,2025-05-26,research,-36.8540611267,174.7687835692,kizzie1,biota-of-university-of-auckland-city-campus,284149308,https://www.inaturalist.org/observations/284149308
UoA City Campus,Coprosma acutifolia,,False,True,False,Plantae,2025-05-13,research,-36.8502720664,174.7704383399,marleyi,biota-of-university-of-auckland-city-campus,284659546,https://www.inaturalist.org/observations/284659546
UoA City Campus,Stenocarpus sinuatus,Firewheel tree,False,True,False,Plantae,2025-05-13,research,-36.8490444146,174.7702074051,marleyi,biota-of-university-of-auckland-city-campus,284659547,https://www.inaturalist.org/observations/284659547
UoA City Campus,Sematophyllum subhumile contiguum,,False,False,False,Plantae,2025-05-13,research,-36.8490377727,174.770147621,marleyi,biota-of-university-of-auckland-city-campus,285197409,https://www.inaturalist.org/observations/285197409
UoA City Campus,Selaginella kraussiana,Krauss's clubmoss,False,True,False,Plantae,2025-05-30,research,-36.8496027326,174.7702271864,bruceburns,biota-of-university-of-auckland-city-campus,285255755,https://www.inaturalist.org/observations/285255755
UoA City Campus,Hemideina thoracica,Auckland Tree Weta,True,False,False,Insecta,2025-04-08,research,-36.8513116667,174.7709966667,soupiesol,biota-of-university-of-auckland-city-campus,285809654,https://www.inaturalist.org/observations/285809654
UoA City Campus,Pison peletieri,,False,True,False,Insecta,2025-02-20,research,-36.8497810278,174.7715606667,john18155,biota-of-university-of-auckland-city-campus,287170139,https://www.inaturalist.org/observations/287170139
UoA City Campus,Mutinus ravenelii,red stinkhorn,False,True,False,Fungi,2025-06-05,research,-36.8496856667,174.7713775556,john18155,biota-of-university-of-auckland-city-campus,287171127,https://www.inaturalist.org/observations/287171127
UoA City Campus,Rhipidura fuliginosa placabilis,North Island Fantail,True,False,False,Aves,2025-06-10,research,-36.8511950997,174.7730932,ryvesie,biota-of-university-of-auckland-city-campus,288305591,https://www.inaturalist.org/observations/288305591
UoA City Campus,Hydrocotyle tripartita,Slender pennywort,False,True,False,Plantae,2025-06-11,research,-36.8496772969,174.7701217908,bruceburns,biota-of-university-of-auckland-city-campus,288575049,https://www.inaturalist.org/observations/288575049
UoA City Campus,Favolaschia claudopus,orange pore fungus,False,True,False,Fungi,2025-06-12,research,-36.850378,174.7695126,alex-johnson,biota-of-university-of-auckland-city-campus,288913856,https://www.inaturalist.org/observations/288913856
UoA City Campus,Parasaissetia nigra,Black Scale,False,True,False,Insecta,2025-06-03,research,-36.85046,174.7706883333,invertebratist,biota-of-university-of-auckland-city-campus,289141964,https://www.inaturalist.org/observations/289141964
UoA City Campus,Furchadaspis zamiae,Cycad Scale,False,True,False,Insecta,2025-06-03,research,-36.85043,174.77073,invertebratist,biota-of-university-of-auckland-city-campus,289141966,https://www.inaturalist.org/observations/289141966
UoA City Campus,Puccinia otagensis,,True,False,False,Fungi,2025-06-03,research,-36.8503866667,174.7707516667,invertebratist,biota-of-university-of-auckland-city-campus,289141967,https://www.inaturalist.org/observations/289141967
UoA City Campus,Sawadaea negundinis,,False,True,False,Fungi,2025-06-03,research,-36.85035,174.77081,invertebratist,biota-of-university-of-auckland-city-campus,289141969,https://www.inaturalist.org/observations/289141969
UoA City Campus,Eriophyes paratrophis,Milktree Witches Broom,True,False,False,Arachnida,2025-06-03,research,-36.8501683333,174.7707266667,invertebratist,biota-of-university-of-auckland-city-campus,289141971,https://www.inaturalist.org/observations/289141971
UoA City Campus,Aspidiotus nerii,Oleander scale,False,True,False,Insecta,2025-06-03,research,-36.8501666667,174.7705866389,invertebratist,biota-of-university-of-auckland-city-campus,289141972,https://www.inaturalist.org/observations/289141972
UoA City Campus,Pulvinaria camelicola,Cottony Camellia Scale,False,True,False,Insecta,2025-06-03,research,-36.8497316667,174.7695866667,invertebratist,biota-of-university-of-auckland-city-campus,289141973,https://www.inaturalist.org/observations/289141973
UoA City Campus,Pulvinaria camelicola,Cottony Camellia Scale,False,True,False,Insecta,2025-06-03,research,-36.8497233333,174.7695866667,invertebratist,biota-of-university-of-auckland-city-campus,289141977,https://www.inaturalist.org/observations/289141977
UoA City Campus,Chrysomphalus pinnulifer,False purple scale,False,True,False,Insecta,2025-06-03,research,-36.8496883333,174.769505,invertebratist,biota-of-university-of-auckland-city-campus,289141978,https://www.inaturalist.org/observations/289141978
UoA City Campus,Ctenochiton chelyon,Turtleshell Scale,True,False,False,Insecta,2025-06-03,research,-36.849755,174.7695366667,invertebratist,biota-of-university-of-auckland-city-campus,289141983,https://www.inaturalist.org/observations/289141983
UoA City Campus,Ctenochiton chelyon,Turtleshell Scale,True,False,False,Insecta,2025-06-03,research,-36.8496666667,174.7695533333,invertebratist,biota-of-university-of-auckland-city-campus,289141990,https://www.inaturalist.org/observations/289141990
UoA City Campus,Ctenochiton chelyon,Turtleshell Scale,True,False,False,Insecta,2025-06-03,research,-36.8497433333,174.7695366667,invertebratist,biota-of-university-of-auckland-city-campus,289141994,https://www.inaturalist.org/observations/289141994
UoA City Campus,Ctenochiton chelyon,Turtleshell Scale,True,False,False,Insecta,2025-06-03,research,-36.8497,174.7696066667,invertebratist,biota-of-university-of-auckland-city-campus,289141995,https://www.inaturalist.org/observations/289141995
UoA City Campus,Ctenochiton chelyon,Turtleshell Scale,True,False,False,Insecta,2025-06-03,research,-36.8497299444,174.7695683056,invertebratist,biota-of-university-of-auckland-city-campus,289141998,https://www.inaturalist.org/observations/289141998
UoA City Campus,Ctenochiton chelyon,Turtleshell Scale,True,False,False,Insecta,2025-06-03,research,-36.8497166667,174.76948,invertebratist,biota-of-university-of-auckland-city-campus,289141999,https://www.inaturalist.org/observations/289141999
UoA City Campus,Symeria pyriformis,Pukatea Pear-Shaped Scale,True,False,False,Insecta,2025-06-03,research,-36.8497266667,174.76953,invertebratist,biota-of-university-of-auckland-city-campus,289142000,https://www.inaturalist.org/observations/289142000
UoA City Campus,Vanicela disjunctella,Titoki moth,True,False,False,Insecta,2025-06-03,research,-36.8497433333,174.76951,invertebratist,biota-of-university-of-auckland-city-campus,289142003,https://www.inaturalist.org/observations/289142003
UoA City Campus,Vanicela disjunctella,Titoki moth,True,False,False,Insecta,2025-06-03,research,-36.849775,174.7694466667,invertebratist,biota-of-university-of-auckland-city-campus,289142004,https://www.inaturalist.org/observations/289142004
UoA City Campus,Eucallipterus tiliae,Lime Leaf Aphid,False,True,False,Insecta,2025-06-03,research,-36.8523749722,174.7678116389,invertebratist,biota-of-university-of-auckland-city-campus,289142015,https://www.inaturalist.org/observations/289142015
UoA City Campus,Eucallipterus tiliae,Lime Leaf Aphid,False,True,False,Insecta,2025-06-03,research,-36.8523666667,174.767845,invertebratist,biota-of-university-of-auckland-city-campus,289142016,https://www.inaturalist.org/observations/289142016
UoA City Campus,Furchadaspis zamiae,Cycad Scale,False,True,False,Insecta,2025-06-03,research,-36.8504555556,174.7706611111,joknight_nz,biota-of-university-of-auckland-city-campus,289233687,https://www.inaturalist.org/observations/289233687
UoA City Campus,Parasaissetia nigra,Black Scale,False,True,False,Insecta,2025-06-03,research,-36.8504777778,174.7706444444,joknight_nz,biota-of-university-of-auckland-city-campus,289233689,https://www.inaturalist.org/observations/289233689
UoA City Campus,Puccinia otagensis,,True,False,False,Fungi,2025-06-03,research,-36.8505027778,174.7706611111,joknight_nz,biota-of-university-of-auckland-city-campus,289233691,https://www.inaturalist.org/observations/289233691
UoA City Campus,Chrysomphalus pinnulifer,False purple scale,False,True,False,Insecta,2025-06-03,research,-36.8497194444,174.7695305556,joknight_nz,biota-of-university-of-auckland-city-campus,289233709,https://www.inaturalist.org/observations/289233709
UoA City Campus,Aedes notoscriptus,Striped Mosquito,False,True,False,Insecta,2025-06-03,research,-36.8498111111,174.7694861111,joknight_nz,biota-of-university-of-auckland-city-campus,289233714,https://www.inaturalist.org/observations/289233714
UoA City Campus,Symeria pyriformis,Pukatea Pear-Shaped Scale,True,False,False,Insecta,2025-06-03,research,-36.8496888889,174.7694111111,joknight_nz,biota-of-university-of-auckland-city-campus,289233715,https://www.inaturalist.org/observations/289233715
UoA City Campus,Vanicela disjunctella,Titoki moth,True,False,False,Insecta,2025-06-03,research,-36.8498027778,174.7694388889,joknight_nz,biota-of-university-of-auckland-city-campus,289233720,https://www.inaturalist.org/observations/289233720
UoA City Campus,Conopomorpha cyanospila,,True,False,False,Insecta,2025-06-03,research,-36.8497888889,174.7694555556,joknight_nz,biota-of-university-of-auckland-city-campus,289233721,https://www.inaturalist.org/observations/289233721
UoA City Campus,Griselinia lucida,puka,True,False,False,Plantae,2025-06-11,research,-36.8502235278,174.7717285,john18155,biota-of-university-of-auckland-city-campus,289723603,https://www.inaturalist.org/observations/289723603
UoA City Campus,Eucallipterus tiliae,Lime Leaf Aphid,False,True,False,Insecta,2025-06-04,research,-36.8525055556,174.7677916667,joknight_nz,biota-of-university-of-auckland-city-campus,290082825,https://www.inaturalist.org/observations/290082825
UoA City Campus,Ficus macrophylla,Moreton Bay fig,False,True,False,Plantae,2025-06-04,research,-36.8527027778,174.7677138889,joknight_nz,biota-of-university-of-auckland-city-campus,290082836,https://www.inaturalist.org/observations/290082836
UoA City Campus,Senecio esleri,Hairy-legs Groundsel,True,False,False,Plantae,2025-06-04,research,-36.8527361111,174.7677305556,joknight_nz,biota-of-university-of-auckland-city-campus,290082838,https://www.inaturalist.org/observations/290082838
UoA City Campus,Adiantum capillus-veneris,black maidenhair fern,False,True,False,Plantae,2025-06-04,research,-36.8491333333,174.7688138889,joknight_nz,biota-of-university-of-auckland-city-campus,290365886,https://www.inaturalist.org/observations/290365886
UoA City Campus,Hemiphaga novaeseelandiae,New Zealand Pigeon,True,False,True,Aves,2025-06-18,research,-36.8500298525,174.7697417066,drobmun,biota-of-university-of-auckland-city-campus,290531728,https://www.inaturalist.org/observations/290531728
UoA City Campus,Trichosurus vulpecula,Common Brushtail Possum,False,True,False,Mammalia,2025-06-18,research,-36.8516083333,174.7705583333,leahfoxn,biota-of-university-of-auckland-city-campus,290813140,https://www.inaturalist.org/observations/290813140
UoA City Campus,Cymbalaria muralis,Ivy-leaved toadflax,False,True,False,Plantae,2025-06-27,research,-36.8498055556,174.7690055556,robirwin,biota-of-university-of-auckland-city-campus,297147442,https://www.inaturalist.org/observations/297147442
UoA City Campus,Columba livia domestica,Feral Pigeon,False,True,False,Aves,2025-06-17,research,-36.8490638889,174.7706611111,joknight_nz,biota-of-university-of-auckland-city-campus,297508328,https://www.inaturalist.org/observations/297508328
UoA City Campus,Serangium maculigerum,Citrus whitefly ladybird,False,True,False,Insecta,2025-06-17,research,-36.8487138889,174.7704472222,joknight_nz,biota-of-university-of-auckland-city-campus,297508333,https://www.inaturalist.org/observations/297508333
UoA City Campus,Acrocercops leucocyma,Kauri Leafminer,True,False,False,Insecta,2025-06-17,research,-36.8487361111,174.7704166667,joknight_nz,biota-of-university-of-auckland-city-campus,297508339,https://www.inaturalist.org/observations/297508339
UoA City Campus,Erysiphe alphitoides,,False,True,False,Fungi,2025-06-17,research,-36.8490055556,174.7706611111,joknight_nz,biota-of-university-of-auckland-city-campus,297508343,https://www.inaturalist.org/observations/297508343
UoA City Campus,Pheidole rugosula,,False,True,False,Insecta,2025-06-17,research,-36.849025,174.7704777778,joknight_nz,biota-of-university-of-auckland-city-campus,297508344,https://www.inaturalist.org/observations/297508344
UoA City Campus,Veronica javanica,,False,True,False,Plantae,2025-06-17,research,-36.8500555556,174.7701416667,joknight_nz,biota-of-university-of-auckland-city-campus,297511708,https://www.inaturalist.org/observations/297511708
UoA City Campus,Phragmidium rubi-idaei,Red Raspberry Yellow Rust,False,True,False,Fungi,2025-06-17,research,-36.8501805556,174.7701722222,joknight_nz,biota-of-university-of-auckland-city-campus,297511711,https://www.inaturalist.org/observations/297511711
UoA City Campus,Coprosma acutifolia,,False,True,False,Plantae,2025-06-17,research,-36.8502361111,174.7700361111,joknight_nz,biota-of-university-of-auckland-city-campus,297511712,https://www.inaturalist.org/observations/297511712
UoA City Campus,Oncoba spinosa,Fried-egg flower,False,True,False,Plantae,2025-06-17,research,-36.8504305556,174.7699722222,joknight_nz,biota-of-university-of-auckland-city-campus,297511714,https://www.inaturalist.org/observations/297511714
UoA City Campus,Myrsine aquilonia,,True,False,False,Plantae,2025-06-17,research,-36.8498472222,174.7711027778,joknight_nz,biota-of-university-of-auckland-city-campus,297518249,https://www.inaturalist.org/observations/297518249
UoA City Campus,Coprosma acutifolia,,False,True,False,Plantae,2025-06-17,research,-36.8497972222,174.7711027778,joknight_nz,biota-of-university-of-auckland-city-campus,297518254,https://www.inaturalist.org/observations/297518254
UoA City Campus,Zantedeschia aethiopica,calla lily,False,True,False,Plantae,2025-06-17,research,-36.8498194444,174.7710416667,joknight_nz,biota-of-university-of-auckland-city-campus,297518259,https://www.inaturalist.org/observations/297518259
UoA City Campus,Pseudidarnes minerva,,False,True,False,Insecta,2025-06-17,research,-36.8496805556,174.7710888889,joknight_nz,biota-of-university-of-auckland-city-campus,297518261,https://www.inaturalist.org/observations/297518261
UoA City Campus,Harmonia axyridis,Asian Lady Beetle,False,True,False,Insecta,2025-06-17,research,-36.8497611111,174.7709055556,joknight_nz,biota-of-university-of-auckland-city-campus,297518266,https://www.inaturalist.org/observations/297518266
UoA City Campus,Meschia barrowensis,,False,True,False,Insecta,2025-06-17,research,-36.8497694444,174.7708888889,joknight_nz,biota-of-university-of-auckland-city-campus,297518267,https://www.inaturalist.org/observations/297518267
UoA City Campus,Liothula omnivora,New Zealand Common Bag Moth,True,False,False,Insecta,2025-06-17,research,-36.8498138889,174.7707527778,joknight_nz,biota-of-university-of-auckland-city-campus,297518272,https://www.inaturalist.org/observations/297518272
UoA City Campus,Oxalis debilis,Largeflower pink-sorrel,False,False,False,Plantae,2025-06-17,research,-36.850425,174.7707972222,joknight_nz,biota-of-university-of-auckland-city-campus,297521701,https://www.inaturalist.org/observations/297521701
UoA City Campus,Schizophyllum commune,splitgill mushroom,False,True,False,Fungi,2025-06-17,research,-36.8508388889,174.7705083333,joknight_nz,biota-of-university-of-auckland-city-campus,297521707,https://www.inaturalist.org/observations/297521707
UoA City Campus,Oncoba spinosa,Fried-egg flower,False,True,False,Plantae,2025-06-17,research,-36.8508611111,174.7705222222,joknight_nz,biota-of-university-of-auckland-city-campus,297764804,https://www.inaturalist.org/observations/297764804
UoA City Campus,Cymbalaria muralis,Ivy-leaved toadflax,False,True,False,Plantae,2025-06-17,research,-36.8512388889,174.7698527778,joknight_nz,biota-of-university-of-auckland-city-campus,297764816,https://www.inaturalist.org/observations/297764816
UoA City Campus,Adiantum capillus-veneris,black maidenhair fern,False,True,False,Plantae,2025-06-17,research,-36.8511166667,174.7696972222,joknight_nz,biota-of-university-of-auckland-city-campus,297764819,https://www.inaturalist.org/observations/297764819
UoA City Campus,Kuwanaspis pseudoleucaspis,Bamboo Diaspidid,False,True,False,Insecta,2025-06-17,research,-36.8494694444,174.7703555556,joknight_nz,biota-of-university-of-auckland-city-campus,297764834,https://www.inaturalist.org/observations/297764834
UoA City Campus,Strobilanthes anisophylla,goldfussia,False,True,False,Plantae,2025-06-17,research,-36.849575,174.7701416667,joknight_nz,biota-of-university-of-auckland-city-campus,297826851,https://www.inaturalist.org/observations/297826851
UoA City Campus,Calophya schini,Peppertree Psyllid,False,True,False,Insecta,2025-06-17,research,-36.8496027778,174.7686916667,joknight_nz,biota-of-university-of-auckland-city-campus,297826864,https://www.inaturalist.org/observations/297826864
UoA City Campus,Araujia sericifera,Moth Vine,False,True,False,Plantae,2025-07-16,research,-36.8503973817,174.7705320009,bruceburns,biota-of-university-of-auckland-city-campus,298484123,https://www.inaturalist.org/observations/298484123
UoA City Campus,Carduelis carduelis,European Goldfinch,False,True,False,Aves,2025-07-23,research,-36.8502797199,174.7709953373,ecotechy,biota-of-university-of-auckland-city-campus,300311567,https://www.inaturalist.org/observations/300311567
UoA City Campus,Vasconcellea pubescens,Mountain pawpaw,False,True,False,Plantae,2025-07-30,research,-36.8500716667,174.77002,prayasi,biota-of-university-of-auckland-city-campus,302241318,https://www.inaturalist.org/observations/302241318
UoA City Campus,Dialectica scalariella,Echium leaf miner,False,True,False,Insecta,2025-08-02,research,-36.8499016,174.7686649997,steviakiwi23,biota-of-university-of-auckland-city-campus,303041782,https://www.inaturalist.org/observations/303041782
UoA City Campus,Pleistodontes froggatti,Moreton Bay Fig Wasp,False,True,False,Insecta,2025-08-02,research,-36.8500289722,174.76870725,steviakiwi23,biota-of-university-of-auckland-city-campus,303041819,https://www.inaturalist.org/observations/303041819
UoA City Campus,Myrsine aquilonia,,True,False,False,Plantae,2025-07-31,research,-36.8514217,174.7709445,ss_t,biota-of-university-of-auckland-city-campus,303064781,https://www.inaturalist.org/observations/303064781
UoA City Campus,Aenetus virescens,Pūriri moth,True,False,False,Insecta,2025-08-05,research,-36.8516216667,174.7705383333,werm123,biota-of-university-of-auckland-city-campus,303866810,https://www.inaturalist.org/observations/303866810
UoA City Campus,Phormium tenax,New Zealand flax,True,False,False,Plantae,2025-08-06,research,-36.8491647384,174.7706656252,bruceburns,biota-of-university-of-auckland-city-campus,304358251,https://www.inaturalist.org/observations/304358251
UoA City Campus,Eriophyes hoheriae,Lacebark Gall Mite,True,False,False,Arachnida,2025-07-15,research,-36.8497277778,174.7692861111,joknight_nz,biota-of-university-of-auckland-city-campus,304931395,https://www.inaturalist.org/observations/304931395
UoA City Campus,Broussonetia papyrifera,Paper mulberry,False,True,False,Plantae,2025-07-15,research,-36.8497361111,174.7693944444,joknight_nz,biota-of-university-of-auckland-city-campus,304931401,https://www.inaturalist.org/observations/304931401
UoA City Campus,Bocconia frutescens,Parrotweed,False,True,False,Plantae,2025-07-15,research,-36.8506777778,174.7727361111,joknight_nz,biota-of-university-of-auckland-city-campus,304931408,https://www.inaturalist.org/observations/304931408
UoA City Campus,Nectria polythalama,,True,False,False,Fungi,2025-07-15,research,-36.8493361111,174.7688444444,joknight_nz,biota-of-university-of-auckland-city-campus,304931414,https://www.inaturalist.org/observations/304931414
UoA City Campus,Pseudidarnes minerva,,False,True,False,Insecta,2025-07-15,research,-36.8497694444,174.7708277778,joknight_nz,biota-of-university-of-auckland-city-campus,304931430,https://www.inaturalist.org/observations/304931430
UoA City Campus,Hercinothrips bicinctus,Banana silvering thrips,False,True,False,Insecta,2025-07-15,research,-36.8502611111,174.7703111111,joknight_nz,biota-of-university-of-auckland-city-campus,304931434,https://www.inaturalist.org/observations/304931434
UoA City Campus,Chenopodiastrum murale,nettle-leaved goosefoot,False,True,False,Plantae,2025-07-15,research,-36.8502194444,174.7703861111,joknight_nz,biota-of-university-of-auckland-city-campus,304931435,https://www.inaturalist.org/observations/304931435
UoA City Campus,Columba livia domestica,Feral Pigeon,False,True,False,Aves,2025-07-15,research,-36.8496150937,174.7698282044,joknight_nz,biota-of-university-of-auckland-city-campus,305734126,https://www.inaturalist.org/observations/305734126
UoA City Campus,Hydrocotyle heteromeria,waxweed pennywort,True,False,False,Plantae,2025-08-14,research,-36.8501684,174.7693266997,rishud,biota-of-university-of-auckland-city-campus,306211690,https://www.inaturalist.org/observations/306211690
UoA City Campus,Prosthemadera novaeseelandiae novaeseelandiae,New Zealand Tūī,True,False,False,Aves,2025-08-21,research,-36.8505066034,174.7708756104,jw_nz,biota-of-university-of-auckland-city-campus,307818546,https://www.inaturalist.org/observations/307818546
UoA City Campus,Phyllocladus toatoa,toatoa,True,False,False,Plantae,2025-08-16,research,-36.8509664,174.7712117,tiacarden,biota-of-university-of-auckland-city-campus,308059543,https://www.inaturalist.org/observations/308059543
UoA City Campus,Platycercus eximius,Eastern Rosella,False,True,False,Aves,2025-08-26,research,-36.849755,174.769945,alienatethis,biota-of-university-of-auckland-city-campus,309194251,https://www.inaturalist.org/observations/309194251
UoA City Campus,Vinca major,greater periwinkle,False,True,False,Plantae,2025-08-28,research,-36.848601,174.770294,bruceburns,biota-of-university-of-auckland-city-campus,309790813,https://www.inaturalist.org/observations/309790813
UoA City Campus,Hedychium gardnerianum,Kahili ginger,False,True,False,Plantae,2025-08-28,research,-36.849106,174.77079,bruceburns,biota-of-university-of-auckland-city-campus,309901432,https://www.inaturalist.org/observations/309901432
UoA City Campus,Laurus nobilis,Bay laurel,False,True,False,Plantae,2025-08-28,research,-36.849031,174.770786,bruceburns,biota-of-university-of-auckland-city-campus,309901571,https://www.inaturalist.org/observations/309901571
UoA City Campus,Phyllostachys aurea,fishpole bamboo,False,True,False,Plantae,2025-08-30,research,-36.8487,174.77035,bruceburns,biota-of-university-of-auckland-city-campus,310106805,https://www.inaturalist.org/observations/310106805
UoA City Campus,Rhipidura fuliginosa placabilis,North Island Fantail,True,False,False,Aves,2025-08-26,research,-36.8499394952,174.7698974185,charlotte_sutton1,biota-of-university-of-auckland-city-campus,310447099,https://www.inaturalist.org/observations/310447099
UoA City Campus,Pteris cretica,Cretan brake,False,True,False,Plantae,2025-09-04,research,-36.850526,174.769597,bruceburns,biota-of-university-of-auckland-city-campus,311410901,https://www.inaturalist.org/observations/311410901
UoA City Campus,Glaucias amyoti,New Zealand Vegetable Bug,True,False,False,Insecta,2025-09-06,research,-36.8556739426,174.7663842514,sorceras,biota-of-university-of-auckland-city-campus,311794158,https://www.inaturalist.org/observations/311794158
UoA City Campus,Prosthemadera novaeseelandiae novaeseelandiae,New Zealand Tūī,True,False,False,Aves,2025-09-04,research,-36.8506136507,174.7702781484,sabecker,biota-of-university-of-auckland-city-campus,311875100,https://www.inaturalist.org/observations/311875100
UoA City Campus,Corokia cotoneaster,Korokio,True,False,False,Plantae,2025-09-11,research,-36.8517116667,174.7726583333,danhikuroa,biota-of-university-of-auckland-city-campus,313074109,https://www.inaturalist.org/observations/313074109
UoA City Campus,Clematis paniculata,Puawhānanga,True,False,False,Plantae,2025-09-11,research,-36.8517533333,174.7727366667,danhikuroa,biota-of-university-of-auckland-city-campus,313074126,https://www.inaturalist.org/observations/313074126
UoA City Campus,Metrosideros fulgens,Scarlet rātā vine,True,False,False,Plantae,2025-08-25,research,-36.8515133333,174.7726883333,danhikuroa,biota-of-university-of-auckland-city-campus,313074134,https://www.inaturalist.org/observations/313074134
UoA City Campus,Metrosideros fulgens,Scarlet rātā vine,True,False,False,Plantae,2025-08-25,research,-36.85122,174.773025,danhikuroa,biota-of-university-of-auckland-city-campus,313074143,https://www.inaturalist.org/observations/313074143
UoA City Campus,Melicytus ramiflorus,Māhoe,True,False,False,Plantae,2025-05-30,research,-36.84905,174.7709966667,danhikuroa,biota-of-university-of-auckland-city-campus,313074388,https://www.inaturalist.org/observations/313074388
UoA City Campus,Metrosideros carminea,crimson rātā,True,False,False,Plantae,2025-09-12,research,-36.85122,174.7729033333,danhikuroa,biota-of-university-of-auckland-city-campus,313182360,https://www.inaturalist.org/observations/313182360
UoA City Campus,Pittosporum crassifolium,Karo,True,False,False,Plantae,2025-09-12,research,-36.8488666667,174.7710416667,danhikuroa,biota-of-university-of-auckland-city-campus,313182468,https://www.inaturalist.org/observations/313182468
UoA City Campus,Hedycarya arborea,Pigeonwood,True,False,False,Plantae,2025-09-15,research,-36.8498383333,174.7698966667,danhikuroa,biota-of-university-of-auckland-city-campus,314029684,https://www.inaturalist.org/observations/314029684
UoA City Campus,Vitex lucens,Pūriri,True,False,False,Plantae,2025-09-15,research,-36.8499133333,174.7701116667,danhikuroa,biota-of-university-of-auckland-city-campus,314029722,https://www.inaturalist.org/observations/314029722
UoA City Campus,Pittosporum umbellatum,Haekaro,True,False,False,Plantae,2025-09-15,research,-36.8504616667,174.7690416667,danhikuroa,biota-of-university-of-auckland-city-campus,314029803,https://www.inaturalist.org/observations/314029803
UoA City Campus,Coprosma lucida,Shining Karamū,True,False,False,Plantae,2025-09-15,research,-36.8506666667,174.7691333333,danhikuroa,biota-of-university-of-auckland-city-campus,314037920,https://www.inaturalist.org/observations/314037920
UoA City Campus,Periplaneta americana,American Cockroach,False,True,False,Insecta,2025-09-10,research,-36.8501166667,174.7716966667,angieandtheants,biota-of-university-of-auckland-city-campus,314331559,https://www.inaturalist.org/observations/314331559
UoA City Campus,Illeis galbula,Fungus-eating ladybird,False,True,False,Insecta,2025-09-17,research,-36.8509783333,174.7715783333,angieandtheants,biota-of-university-of-auckland-city-campus,314526101,https://www.inaturalist.org/observations/314526101
UoA City Campus,Pholiota glutinosa,,True,False,False,Fungi,2025-08-19,research,-36.8515022401,174.7697158857,jennalynette,biota-of-university-of-auckland-city-campus,314573226,https://www.inaturalist.org/observations/314573226
UoA City Campus,Rhipidura fuliginosa placabilis,North Island Fantail,True,False,False,Aves,2025-09-18,research,-36.8487667297,174.77034688,jw_nz,biota-of-university-of-auckland-city-campus,314648476,https://www.inaturalist.org/observations/314648476
UoA City Campus,Tortula marginata,Bordered Screw-moss,False,False,False,Plantae,2025-09-23,research,-36.8496866667,174.7686783333,reingered,biota-of-university-of-auckland-city-campus,315994874,https://www.inaturalist.org/observations/315994874
UoA City Campus,Amblystegium serpens,creeping feather-moss,False,False,False,Plantae,2025-09-23,research,-36.8498533333,174.76912,reingered,biota-of-university-of-auckland-city-campus,315994924,https://www.inaturalist.org/observations/315994924
UoA City Campus,Fissidens leptocladus,,True,False,False,Plantae,2025-09-23,research,-36.84977,174.7690416667,reingered,biota-of-university-of-auckland-city-campus,315994946,https://www.inaturalist.org/observations/315994946
UoA City Campus,Clematis paniculata,Puawhānanga,True,False,False,Plantae,2025-09-24,research,-36.85177,174.7730416667,danhikuroa,biota-of-university-of-auckland-city-campus,316217512,https://www.inaturalist.org/observations/316217512
UoA City Campus,Metrosideros carminea,crimson rātā,True,False,False,Plantae,2025-09-24,research,-36.8516,174.7729633333,danhikuroa,biota-of-university-of-auckland-city-campus,316217522,https://www.inaturalist.org/observations/316217522
UoA City Campus,Clathrus archeri,devil's-fingers,True,False,False,Fungi,2025-09-25,research,-36.8494495517,174.771172749,piaxvx,biota-of-university-of-auckland-city-campus,316412321,https://www.inaturalist.org/observations/316412321
UoA City Campus,Halmus chalybeus,Steelblue Lady Beetle,False,True,False,Insecta,2025-09-17,research,-36.8518616667,174.76877,jsimons,biota-of-university-of-auckland-city-campus,316669066,https://www.inaturalist.org/observations/316669066
UoA City Campus,Sophora prostrata,Prostrate kowhai,True,False,False,Plantae,2025-09-30,research,-36.8521933176,174.7682963312,miss-o,biota-of-university-of-auckland-city-campus,317880313,https://www.inaturalist.org/observations/317880313
UoA City Campus,Coprosma acerosa,Sand Coprosma,True,False,True,Plantae,2025-09-30,research,-36.8521756109,174.7683757916,miss-o,biota-of-university-of-auckland-city-campus,317880596,https://www.inaturalist.org/observations/317880596
